Index: 0, Similarity Score: 1.0000, Filename: MVNCGT-0001-JLP1751YAR7000002_orig.graphml
Index: 134, Similarity Score: 1.0000, Filename: MVNCGT-0054-JLP174EH142000002_orig.graphml
Index: 143, Similarity Score: 1.0000, Filename: MVNCGT-0056-JLP174ENNN4000002_orig.graphml

Index: 135, Similarity Score: 1.0000, Filename: MVNCGT-0054-JLP175CDMYT000001_orig.graphml
Index: 148, Similarity Score: 1.0000, Filename: MVNCGT-0057-JLP175CKMZ8000002_orig.graphml

Index: 136, Similarity Score: 1.0000, Filename: MVNCGT-0054-JLP1766FGNH000002_orig.graphml
Index: 121, Similarity Score: 1.0000, Filename: MVNCGT-0049-JP1794SMRH00AB_orig.graphml

Index: 137, Similarity Score: 1.0000, Filename: MVNCGT-0054-JLP177JJXYS000002_orig.graphml
Index: 60, Similarity Score: 0.9929, Filename: MVNCGT-0028-JLP17621N75000002_orig.graphml

Index: 138, Similarity Score: 1.0000, Filename: MVNCGT-0055-JLP174E4FME000002_orig.graphml
Index: 131, Similarity Score: 1.0000, Filename: MVNCGT-0053-JLP174EH3JE000002_orig.graphml

Index: 139, Similarity Score: 1.0000, Filename: MVNCGT-0055-JLP175C1REG000001_orig.graphml
Index: 214, Similarity Score: 0.9960, Filename: MVNCGT-0073-JLP175FTUH2000002_orig.graphml

Index: 140, Similarity Score: 1.0000, Filename: MVNCGT-0055-JLP1766YAUA000002_orig.graphml
Index: 132, Similarity Score: 1.0000, Filename: MVNCGT-0053-JLP176689D1000002_orig.graphml

Index: 141, Similarity Score: 1.0000, Filename: MVNCGT-0055-JLP177JBYAJ000002_orig.graphml
Index: 129, Similarity Score: 0.9874, Filename: MVNCGT-0052-JLP177JP0RD000001_orig.graphml

Index: 142, Similarity Score: 1.0000, Filename: MVNCGT-0055-JP17942F2K00AB_orig.graphml
Index: 192, Similarity Score: 0.9707, Filename: MVNCGT-0067-JLP177MN9UT000002_orig.graphml

Index: 143, Similarity Score: 1.0000, Filename: MVNCGT-0056-JLP174ENNN4000002_orig.graphml
Index: 163, Similarity Score: 1.0000, Filename: MVNCGT-0061-JLP174E3MMR000002_orig.graphml

Index: 144, Similarity Score: 1.0000, Filename: MVNCGT-0056-JLP175CBRAJ000001_orig.graphml
Index: 181, Similarity Score: 1.0000, Filename: MVNCGT-0065-JLP175CBZNJ000002_orig.graphml

Index: 145, Similarity Score: 1.0000, Filename: MVNCGT-0056-JLP17667B5J000002_orig.graphml
Index: 128, Similarity Score: 1.0000, Filename: MVNCGT-0052-JLP17660ZR8000003_orig.graphml

Index: 146, Similarity Score: 1.0000, Filename: MVNCGT-0056-JLP177JHBP1000002_orig.graphml
Index: 328, Similarity Score: 0.9804, Filename: MVNCGT-0108-JLP175KED2H000002_orig.graphml

Index: 147, Similarity Score: 1.0000, Filename: MVNCGT-0056-JP1794ZXY100AB_orig.graphml
Index: 65, Similarity Score: 0.9889, Filename: MVNCGT-0030-JP17949YA800AB_orig.graphml

Index: 135, Similarity Score: 1.0000, Filename: MVNCGT-0054-JLP175CDMYT000001_orig.graphml
Index: 148, Similarity Score: 1.0000, Filename: MVNCGT-0057-JLP175CKMZ8000002_orig.graphml

Index: 149, Similarity Score: 1.0000, Filename: MVNCGT-0057-JLP1766TJ26000002_orig.graphml
Index: 112, Similarity Score: 1.0000, Filename: MVNCGT-0044-JP1794GTPF00AB_orig.graphml

Index: 150, Similarity Score: 1.0000, Filename: MVNCGT-0057-JLP177JWPRL000002_orig.graphml
Index: 116, Similarity Score: 0.9966, Filename: MVNCGT-0047-JLP177HLJ5T000002_orig.graphml

Index: 151, Similarity Score: 1.0000, Filename: MVNCGT-0057-JP1794APAX00AB_orig.graphml
Index: 324, Similarity Score: 0.9939, Filename: MVNCGT-0107-JLP175KH5Y9001001_orig.graphml

Index: 152, Similarity Score: 1.0000, Filename: MVNCGT-0058-JLP174EKPSJ000002_orig.graphml
Index: 78, Similarity Score: 1.0000, Filename: MVNCGT-0034-JLP174D4A71000002_orig.graphml

Index: 135, Similarity Score: 1.0000, Filename: MVNCGT-0054-JLP175CDMYT000001_orig.graphml
Index: 148, Similarity Score: 1.0000, Filename: MVNCGT-0057-JLP175CKMZ8000002_orig.graphml

Index: 154, Similarity Score: 1.0000, Filename: MVNCGT-0058-JP1794J2PY00AB_orig.graphml
Index: 94, Similarity Score: 0.9956, Filename: MVNCGT-0038-JLP1766SDR1000002_orig.graphml

Index: 155, Similarity Score: 1.0000, Filename: MVNCGT-0059-JLP174EPDHJ000001_orig.graphml
Index: 369, Similarity Score: 0.9881, Filename: MVNCGT-0115-JLP174REC03000001_orig.graphml

Index: 156, Similarity Score: 1.0000, Filename: MVNCGT-0059-JLP175CGK77000002_orig.graphml
Index: 187, Similarity Score: 1.0000, Filename: MVNCGT-0066-JLP175CJTY6000002_orig.graphml

Index: 157, Similarity Score: 1.0000, Filename: MVNCGT-0059-JP178N19P500AB_orig.graphml
Index: 106, Similarity Score: 0.9977, Filename: MVNCGT-0042-JLP17669DHH000002_orig.graphml

Index: 158, Similarity Score: 1.0000, Filename: MVNCGT-0059-JP17943R3P00AB_orig.graphml
Index: 370, Similarity Score: 0.9767, Filename: MVNCGT-0115-JLP176DE91C000002_orig.graphml

Index: 159, Similarity Score: 1.0000, Filename: MVNCGT-0060-JLP174EUNYF000002_orig.graphml
Index: 167, Similarity Score: 1.0000, Filename: MVNCGT-0063-JLP174EEM83000002_orig.graphml

Index: 160, Similarity Score: 1.0000, Filename: MVNCGT-0060-JLP177KZCK0000002_orig.graphml
Index: 133, Similarity Score: 1.0000, Filename: MVNCGT-0053-JLP177JA47T000002_orig.graphml

Index: 161, Similarity Score: 1.0000, Filename: MVNCGT-0060-JP178NFUK900AB_orig.graphml
Index: 358, Similarity Score: 0.9895, Filename: MVNCGT-0111-JP178PUT0700AA_orig.graphml

Index: 162, Similarity Score: 1.0000, Filename: MVNCGT-0060-JP17958GHR00AB_orig.graphml
Index: 15, Similarity Score: 0.9929, Filename: MVNCGT-0006-JP1791D8K800AB_orig.graphml

Index: 163, Similarity Score: 1.0000, Filename: MVNCGT-0061-JLP174E3MMR000002_orig.graphml
Index: 143, Similarity Score: 1.0000, Filename: MVNCGT-0056-JLP174ENNN4000002_orig.graphml

Index: 164, Similarity Score: 1.0000, Filename: MVNCGT-0061-JP178NM90F00AB_orig.graphml
Index: 426, Similarity Score: 0.9909, Filename: MVNCGT-0121-JP178RFLSX00AB_orig.graphml

Index: 165, Similarity Score: 1.0000, Filename: MVNCGT-0062-JLP174EUW6A000002_orig.graphml
Index: 143, Similarity Score: 1.0000, Filename: MVNCGT-0056-JLP174ENNN4000002_orig.graphml

Index: 166, Similarity Score: 1.0000, Filename: MVNCGT-0062-JLP175CJ7ZZ000002_orig.graphml
Index: 168, Similarity Score: 1.0000, Filename: MVNCGT-0063-JLP175C5FXD000002_orig.graphml

Index: 167, Similarity Score: 1.0000, Filename: MVNCGT-0063-JLP174EEM83000002_orig.graphml
Index: 159, Similarity Score: 1.0000, Filename: MVNCGT-0060-JLP174EUNYF000002_orig.graphml

Index: 168, Similarity Score: 1.0000, Filename: MVNCGT-0063-JLP175C5FXD000002_orig.graphml
Index: 166, Similarity Score: 1.0000, Filename: MVNCGT-0062-JLP175CJ7ZZ000002_orig.graphml

Index: 169, Similarity Score: 1.0000, Filename: MVNCGT-0063-JLP1766KTHS000002_orig.graphml
Index: 368, Similarity Score: 0.9960, Filename: MVNCGT-0114-JP17975EH300AB_orig.graphml

Index: 170, Similarity Score: 1.0000, Filename: MVNCGT-0063-JP178PB6B300AA_orig.graphml
Index: 329, Similarity Score: 0.9905, Filename: MVNCGT-0108-JP178PRZXX00AB_orig.graphml

Index: 171, Similarity Score: 1.0000, Filename: MVNCGT-0064-JLP175CRLNF000002_orig.graphml
Index: 190, Similarity Score: 1.0000, Filename: MVNCGT-0067-JLP175F6C3N000002_orig.graphml

Index: 172, Similarity Score: 1.0000, Filename: MVNCGT-0064-JLP1766FBED000002_orig.graphml
Index: 95, Similarity Score: 0.9957, Filename: MVNCGT-0038-JP17949J3100AB_orig.graphml

Index: 173, Similarity Score: 1.0000, Filename: MVNCGT-0064-JLP177LN38D000001_orig.graphml
Index: 174, Similarity Score: 1.0000, Filename: MVNCGT-0064-JLP177LN38D001001_orig.graphml

Index: 174, Similarity Score: 1.0000, Filename: MVNCGT-0064-JLP177LN38D001001_orig.graphml
Index: 173, Similarity Score: 1.0000, Filename: MVNCGT-0064-JLP177LN38D000001_orig.graphml

Index: 175, Similarity Score: 1.0000, Filename: MVNCGT-0064-JP178P22B000AB_orig.graphml
Index: 66, Similarity Score: 0.9934, Filename: MVNCGT-0031-JLP174DRHJH000002_orig.graphml

Index: 179, Similarity Score: 1.0000, Filename: MVNCGT-0064-JP1795DMF403AB_orig.graphml
Index: 176, Similarity Score: 1.0000, Filename: MVNCGT-0064-JP1795DMF400AB_orig.graphml

Index: 178, Similarity Score: 1.0000, Filename: MVNCGT-0064-JP1795DMF402AB_orig.graphml
Index: 177, Similarity Score: 1.0000, Filename: MVNCGT-0064-JP1795DMF401AB_orig.graphml

Index: 178, Similarity Score: 1.0000, Filename: MVNCGT-0064-JP1795DMF402AB_orig.graphml
Index: 177, Similarity Score: 1.0000, Filename: MVNCGT-0064-JP1795DMF401AB_orig.graphml

Index: 179, Similarity Score: 1.0000, Filename: MVNCGT-0064-JP1795DMF403AB_orig.graphml
Index: 176, Similarity Score: 1.0000, Filename: MVNCGT-0064-JP1795DMF400AB_orig.graphml

Index: 180, Similarity Score: 1.0000, Filename: MVNCGT-0065-JLP174FMMF3000002_orig.graphml
Index: 241, Similarity Score: 0.9941, Filename: MVNCGT-0080-JP178P4FXM00AB_orig.graphml

Index: 181, Similarity Score: 1.0000, Filename: MVNCGT-0065-JLP175CBZNJ000002_orig.graphml
Index: 219, Similarity Score: 1.0000, Filename: MVNCGT-0074-JLP175F0A5B000002_orig.graphml

Index: 182, Similarity Score: 1.0000, Filename: MVNCGT-0065-JLP1767RC1H000002_orig.graphml
Index: 3, Similarity Score: 0.9921, Filename: MVNCGT-0002-JLP1752ETSZ000002_orig.graphml

Index: 183, Similarity Score: 1.0000, Filename: MVNCGT-0065-JLP177L96AP000002_orig.graphml
Index: 113, Similarity Score: 0.9907, Filename: MVNCGT-0046-JLP1766YUBT000002_orig.graphml

Index: 184, Similarity Score: 1.0000, Filename: MVNCGT-0065-JP178P17HR00AB_orig.graphml
Index: 258, Similarity Score: 0.9775, Filename: MVNCGT-0086-JP1795AUX300AB_orig.graphml

Index: 185, Similarity Score: 1.0000, Filename: MVNCGT-0065-JP1795K9D100AB_orig.graphml
Index: 59, Similarity Score: 0.9892, Filename: MVNCGT-0028-JLP174D29G1000002_orig.graphml

Index: 186, Similarity Score: 1.0000, Filename: MVNCGT-0066-JLP174F7U68000002_orig.graphml
Index: 189, Similarity Score: 1.0000, Filename: MVNCGT-0067-JLP174FFMX0000002_orig.graphml

Index: 187, Similarity Score: 1.0000, Filename: MVNCGT-0066-JLP175CJTY6000002_orig.graphml
Index: 156, Similarity Score: 1.0000, Filename: MVNCGT-0059-JLP175CGK77000002_orig.graphml

Index: 188, Similarity Score: 1.0000, Filename: MVNCGT-0066-JP178PAB2N00AB_orig.graphml
Index: 304, Similarity Score: 0.9825, Filename: MVNCGT-0102-JP178PBDRF00AB_orig.graphml

Index: 189, Similarity Score: 1.0000, Filename: MVNCGT-0067-JLP174FFMX0000002_orig.graphml
Index: 186, Similarity Score: 1.0000, Filename: MVNCGT-0066-JLP174F7U68000002_orig.graphml

Index: 190, Similarity Score: 1.0000, Filename: MVNCGT-0067-JLP175F6C3N000002_orig.graphml
Index: 171, Similarity Score: 1.0000, Filename: MVNCGT-0064-JLP175CRLNF000002_orig.graphml

Index: 191, Similarity Score: 1.0000, Filename: MVNCGT-0067-JLP1767RLKP000001_orig.graphml
Index: 67, Similarity Score: 0.9950, Filename: MVNCGT-0031-JLP17659HFF000001_orig.graphml

Index: 192, Similarity Score: 1.0000, Filename: MVNCGT-0067-JLP177MN9UT000002_orig.graphml
Index: 299, Similarity Score: 0.9846, Filename: MVNCGT-0100-JP178P7JHH00AB_orig.graphml

Index: 193, Similarity Score: 1.0000, Filename: MVNCGT-0068-JLP1767KHRB000001_orig.graphml
Index: 205, Similarity Score: 0.9774, Filename: MVNCGT-0070-JP178PWL6S00AA_orig.graphml

Index: 194, Similarity Score: 1.0000, Filename: MVNCGT-0068-JLP177SARSY000002_orig.graphml
Index: 63, Similarity Score: 0.9992, Filename: MVNCGT-0029-JLP177CMS25000001_orig.graphml

Index: 195, Similarity Score: 1.0000, Filename: MVNCGT-0068-JP178P05NH00AB_orig.graphml
Index: 325, Similarity Score: 0.9794, Filename: MVNCGT-0107-JP178PUTB200AA_orig.graphml

Index: 196, Similarity Score: 1.0000, Filename: MVNCGT-0068-JP17958Z8K00AB_orig.graphml
Index: 273, Similarity Score: 0.9883, Filename: MVNCGT-0092-JP178P8UW500AB_orig.graphml

Index: 197, Similarity Score: 1.0000, Filename: MVNCGT-0069-JLP174F7GWW000002_orig.graphml
Index: 223, Similarity Score: 0.9955, Filename: MVNCGT-0076-JLP174HBUMS000002_orig.graphml

Index: 198, Similarity Score: 1.0000, Filename: MVNCGT-0069-JLP1767A19H000002_orig.graphml
Index: 215, Similarity Score: 1.0000, Filename: MVNCGT-0073-JLP1768T6HN000002_orig.graphml

Index: 202, Similarity Score: 1.0000, Filename: MVNCGT-0069-JP178PLNMT03AB_orig.graphml
Index: 199, Similarity Score: 1.0000, Filename: MVNCGT-0069-JP178PLNMT00AB_orig.graphml

Index: 200, Similarity Score: 1.0000, Filename: MVNCGT-0069-JP178PLNMT01AB_orig.graphml
Index: 203, Similarity Score: 1.0000, Filename: MVNCGT-0069-JP178PLNMT04AB_orig.graphml

Index: 202, Similarity Score: 1.0000, Filename: MVNCGT-0069-JP178PLNMT03AB_orig.graphml
Index: 199, Similarity Score: 1.0000, Filename: MVNCGT-0069-JP178PLNMT00AB_orig.graphml

Index: 202, Similarity Score: 1.0000, Filename: MVNCGT-0069-JP178PLNMT03AB_orig.graphml
Index: 199, Similarity Score: 1.0000, Filename: MVNCGT-0069-JP178PLNMT00AB_orig.graphml

Index: 200, Similarity Score: 1.0000, Filename: MVNCGT-0069-JP178PLNMT01AB_orig.graphml
Index: 203, Similarity Score: 1.0000, Filename: MVNCGT-0069-JP178PLNMT04AB_orig.graphml

Index: 204, Similarity Score: 1.0000, Filename: MVNCGT-0070-JLP174G0J2D000001_orig.graphml
Index: 210, Similarity Score: 0.9989, Filename: MVNCGT-0072-JLP174G0Y1R000001_orig.graphml

Index: 205, Similarity Score: 1.0000, Filename: MVNCGT-0070-JP178PWL6S00AA_orig.graphml
Index: 331, Similarity Score: 0.9841, Filename: MVNCGT-0109-JLP175K6299000002_orig.graphml

Index: 206, Similarity Score: 1.0000, Filename: MVNCGT-0070-JP1795UW2100AB_orig.graphml
Index: 239, Similarity Score: 0.9939, Filename: MVNCGT-0080-JLP1769JT36000002_orig.graphml

Index: 207, Similarity Score: 1.0000, Filename: MVNCGT-0071-JLP174GWR6E000001_orig.graphml
Index: 204, Similarity Score: 0.9976, Filename: MVNCGT-0070-JLP174G0J2D000001_orig.graphml

Index: 208, Similarity Score: 1.0000, Filename: MVNCGT-0071-JLP177SERND000002_orig.graphml
Index: 47, Similarity Score: 0.9871, Filename: MVNCGT-0024-JLP174DEJJS000002_orig.graphml

Index: 209, Similarity Score: 1.0000, Filename: MVNCGT-0071-JP178PFM7D00AB_orig.graphml
Index: 258, Similarity Score: 0.9802, Filename: MVNCGT-0086-JP1795AUX300AB_orig.graphml

Index: 210, Similarity Score: 1.0000, Filename: MVNCGT-0072-JLP174G0Y1R000001_orig.graphml
Index: 204, Similarity Score: 0.9989, Filename: MVNCGT-0070-JLP174G0J2D000001_orig.graphml

Index: 211, Similarity Score: 1.0000, Filename: MVNCGT-0072-JLP175FXSA1000002_orig.graphml
Index: 214, Similarity Score: 1.0000, Filename: MVNCGT-0073-JLP175FTUH2000002_orig.graphml

Index: 212, Similarity Score: 1.0000, Filename: MVNCGT-0073-JLP174H8AX5000002_orig.graphml
Index: 213, Similarity Score: 1.0000, Filename: MVNCGT-0073-JLP174H8AX5001001_orig.graphml

Index: 213, Similarity Score: 1.0000, Filename: MVNCGT-0073-JLP174H8AX5001001_orig.graphml
Index: 212, Similarity Score: 1.0000, Filename: MVNCGT-0073-JLP174H8AX5000002_orig.graphml

Index: 214, Similarity Score: 1.0000, Filename: MVNCGT-0073-JLP175FTUH2000002_orig.graphml
Index: 211, Similarity Score: 1.0000, Filename: MVNCGT-0072-JLP175FXSA1000002_orig.graphml

Index: 215, Similarity Score: 1.0000, Filename: MVNCGT-0073-JLP1768T6HN000002_orig.graphml
Index: 198, Similarity Score: 1.0000, Filename: MVNCGT-0069-JLP1767A19H000002_orig.graphml

Index: 216, Similarity Score: 1.0000, Filename: MVNCGT-0073-JP178P3C1500AB_orig.graphml
Index: 362, Similarity Score: 0.9928, Filename: MVNCGT-0112-JP1797WHHH00AB_orig.graphml

Index: 217, Similarity Score: 1.0000, Filename: MVNCGT-0073-JP1795HU3800AB_orig.graphml
Index: 341, Similarity Score: 0.9842, Filename: MVNCGT-0109-JP178PDBFG08AA_orig.graphml

Index: 218, Similarity Score: 1.0000, Filename: MVNCGT-0074-JLP174H6BKW000002_orig.graphml
Index: 238, Similarity Score: 0.9996, Filename: MVNCGT-0080-JLP174H5LES000001_orig.graphml

Index: 219, Similarity Score: 1.0000, Filename: MVNCGT-0074-JLP175F0A5B000002_orig.graphml
Index: 181, Similarity Score: 1.0000, Filename: MVNCGT-0065-JLP175CBZNJ000002_orig.graphml

Index: 220, Similarity Score: 1.0000, Filename: MVNCGT-0074-JLP17686DWF000002_orig.graphml
Index: 261, Similarity Score: 0.9960, Filename: MVNCGT-0088-JLP174KCN04000001_orig.graphml

Index: 221, Similarity Score: 1.0000, Filename: MVNCGT-0074-JP178PEZ3B00AB_orig.graphml
Index: 207, Similarity Score: 0.9951, Filename: MVNCGT-0071-JLP174GWR6E000001_orig.graphml

Index: 222, Similarity Score: 1.0000, Filename: MVNCGT-0075-JP178PNDE500AB_orig.graphml
Index: 224, Similarity Score: 1.0000, Filename: MVNCGT-0076-JP178PJ5XW00AB_orig.graphml

Index: 223, Similarity Score: 1.0000, Filename: MVNCGT-0076-JLP174HBUMS000002_orig.graphml
Index: 197, Similarity Score: 0.9955, Filename: MVNCGT-0069-JLP174F7GWW000002_orig.graphml

Index: 224, Similarity Score: 1.0000, Filename: MVNCGT-0076-JP178PJ5XW00AB_orig.graphml
Index: 222, Similarity Score: 1.0000, Filename: MVNCGT-0075-JP178PNDE500AB_orig.graphml

Index: 225, Similarity Score: 1.0000, Filename: MVNCGT-0077-JLP174HET9Z000002_orig.graphml
Index: 260, Similarity Score: 0.9985, Filename: MVNCGT-0087-JP1795MAYL00AB_orig.graphml

Index: 226, Similarity Score: 1.0000, Filename: MVNCGT-0078-JLP174HJ7XY000002_orig.graphml
Index: 4, Similarity Score: 0.9961, Filename: MVNCGT-0002-JLP17612XH6000001_orig.graphml

Index: 227, Similarity Score: 1.0000, Filename: MVNCGT-0078-JP178P4F4J00AA_orig.graphml
Index: 228, Similarity Score: 1.0000, Filename: MVNCGT-0078-JP178P4F4J01AA_orig.graphml

Index: 228, Similarity Score: 1.0000, Filename: MVNCGT-0078-JP178P4F4J01AA_orig.graphml
Index: 229, Similarity Score: 1.0000, Filename: MVNCGT-0078-JP178P4F4J02AA_orig.graphml

Index: 229, Similarity Score: 1.0000, Filename: MVNCGT-0078-JP178P4F4J02AA_orig.graphml
Index: 228, Similarity Score: 1.0000, Filename: MVNCGT-0078-JP178P4F4J01AA_orig.graphml

Index: 230, Similarity Score: 1.0000, Filename: MVNCGT-0078-JP178P4F4J03AA_orig.graphml
Index: 228, Similarity Score: 1.0000, Filename: MVNCGT-0078-JP178P4F4J01AA_orig.graphml

Index: 232, Similarity Score: 1.0000, Filename: MVNCGT-0078-JP178P4F4J05AA_orig.graphml
Index: 233, Similarity Score: 1.0000, Filename: MVNCGT-0078-JP178P4F4J06AA_orig.graphml

Index: 232, Similarity Score: 1.0000, Filename: MVNCGT-0078-JP178P4F4J05AA_orig.graphml
Index: 233, Similarity Score: 1.0000, Filename: MVNCGT-0078-JP178P4F4J06AA_orig.graphml

Index: 232, Similarity Score: 1.0000, Filename: MVNCGT-0078-JP178P4F4J05AA_orig.graphml
Index: 233, Similarity Score: 1.0000, Filename: MVNCGT-0078-JP178P4F4J06AA_orig.graphml

Index: 234, Similarity Score: 1.0000, Filename: MVNCGT-0078-JP178P4F4J07AA_orig.graphml
Index: 228, Similarity Score: 1.0000, Filename: MVNCGT-0078-JP178P4F4J01AA_orig.graphml

Index: 235, Similarity Score: 1.0000, Filename: MVNCGT-0078-JP178P4F4J08AA_orig.graphml
Index: 228, Similarity Score: 1.0000, Filename: MVNCGT-0078-JP178P4F4J01AA_orig.graphml

Index: 236, Similarity Score: 1.0000, Filename: MVNCGT-0079-JP178PP87H00AB_orig.graphml
Index: 310, Similarity Score: 0.9952, Filename: MVNCGT-0104-JLP176CW5J5000005_orig.graphml

Index: 237, Similarity Score: 1.0000, Filename: MVNCGT-0079-JP1795HBJE00AB_orig.graphml
Index: 198, Similarity Score: 0.9784, Filename: MVNCGT-0069-JLP1767A19H000002_orig.graphml

Index: 238, Similarity Score: 1.0000, Filename: MVNCGT-0080-JLP174H5LES000001_orig.graphml
Index: 218, Similarity Score: 0.9996, Filename: MVNCGT-0074-JLP174H6BKW000002_orig.graphml

Index: 239, Similarity Score: 1.0000, Filename: MVNCGT-0080-JLP1769JT36000002_orig.graphml
Index: 240, Similarity Score: 1.0000, Filename: MVNCGT-0080-JLP1769JT36001002_orig.graphml

Index: 240, Similarity Score: 1.0000, Filename: MVNCGT-0080-JLP1769JT36001002_orig.graphml
Index: 239, Similarity Score: 1.0000, Filename: MVNCGT-0080-JLP1769JT36000002_orig.graphml

Index: 241, Similarity Score: 1.0000, Filename: MVNCGT-0080-JP178P4FXM00AB_orig.graphml
Index: 180, Similarity Score: 0.9941, Filename: MVNCGT-0065-JLP174FMMF3000002_orig.graphml

Index: 242, Similarity Score: 1.0000, Filename: MVNCGT-0080-JP1795MY9Z00AB_orig.graphml
Index: 102, Similarity Score: 0.9797, Filename: MVNCGT-0041-JLP177D43G3001001_orig.graphml

Index: 243, Similarity Score: 1.0000, Filename: MVNCGT-0081-JLP174HL3MR000001_orig.graphml
Index: 326, Similarity Score: 0.9796, Filename: MVNCGT-0107-JP1797FFS300AA_orig.graphml

Index: 244, Similarity Score: 1.0000, Filename: MVNCGT-0081-JP178PFJU000AB_orig.graphml
Index: 111, Similarity Score: 0.9868, Filename: MVNCGT-0044-JLP17662GEG000001_orig.graphml

Index: 245, Similarity Score: 1.0000, Filename: MVNCGT-0081-JP17954HWF00AB_orig.graphml
Index: 194, Similarity Score: 0.9743, Filename: MVNCGT-0068-JLP177SARSY000002_orig.graphml

Index: 246, Similarity Score: 1.0000, Filename: MVNCGT-0082-JLP174J8GTE000002_orig.graphml
Index: 33, Similarity Score: 0.9911, Filename: MVNCGT-0015-JLP1776A12E000002_orig.graphml

Index: 247, Similarity Score: 1.0000, Filename: MVNCGT-0082-JLP1769HAKY000002_orig.graphml
Index: 251, Similarity Score: 1.0000, Filename: MVNCGT-0083-JLP1769FFAB000002_orig.graphml

Index: 248, Similarity Score: 1.0000, Filename: MVNCGT-0082-JP178P2HAG00AB_orig.graphml
Index: 225, Similarity Score: 0.9981, Filename: MVNCGT-0077-JLP174HET9Z000002_orig.graphml

Index: 249, Similarity Score: 1.0000, Filename: MVNCGT-0083-JLP174KLTE1000002_orig.graphml
Index: 250, Similarity Score: 1.0000, Filename: MVNCGT-0083-JLP174KLTE1001002_orig.graphml

Index: 249, Similarity Score: 1.0000, Filename: MVNCGT-0083-JLP174KLTE1000002_orig.graphml
Index: 250, Similarity Score: 1.0000, Filename: MVNCGT-0083-JLP174KLTE1001002_orig.graphml

Index: 251, Similarity Score: 1.0000, Filename: MVNCGT-0083-JLP1769FFAB000002_orig.graphml
Index: 247, Similarity Score: 1.0000, Filename: MVNCGT-0082-JLP1769HAKY000002_orig.graphml

Index: 252, Similarity Score: 1.0000, Filename: MVNCGT-0084-JLP174KPYKC000002_orig.graphml
Index: 254, Similarity Score: 0.9994, Filename: MVNCGT-0085-JLP174KPDL4000002_orig.graphml

Index: 253, Similarity Score: 1.0000, Filename: MVNCGT-0084-JLP1769FN8G000002_orig.graphml
Index: 89, Similarity Score: 0.9965, Filename: MVNCGT-0037-JLP174E6NAL000002_orig.graphml

Index: 254, Similarity Score: 1.0000, Filename: MVNCGT-0085-JLP174KPDL4000002_orig.graphml
Index: 252, Similarity Score: 0.9994, Filename: MVNCGT-0084-JLP174KPYKC000002_orig.graphml

Index: 255, Similarity Score: 1.0000, Filename: MVNCGT-0085-JP1795JLUC00AB_orig.graphml
Index: 71, Similarity Score: 0.9899, Filename: MVNCGT-0032-JLP177D17PD000001_orig.graphml

Index: 256, Similarity Score: 1.0000, Filename: MVNCGT-0086-JLP174K0GCG000002_orig.graphml
Index: 68, Similarity Score: 0.9830, Filename: MVNCGT-0031-JLP177C3CDB000002_orig.graphml

Index: 257, Similarity Score: 1.0000, Filename: MVNCGT-0086-JP178PX4N400AB_orig.graphml
Index: 128, Similarity Score: 0.9986, Filename: MVNCGT-0052-JLP17660ZR8000003_orig.graphml

Index: 258, Similarity Score: 1.0000, Filename: MVNCGT-0086-JP1795AUX300AB_orig.graphml
Index: 209, Similarity Score: 0.9802, Filename: MVNCGT-0071-JP178PFM7D00AB_orig.graphml

Index: 259, Similarity Score: 1.0000, Filename: MVNCGT-0087-JLP174K8D33000002_orig.graphml
Index: 290, Similarity Score: 0.9841, Filename: MVNCGT-0097-JLP174LC89T000002_orig.graphml

Index: 260, Similarity Score: 1.0000, Filename: MVNCGT-0087-JP1795MAYL00AB_orig.graphml
Index: 225, Similarity Score: 0.9985, Filename: MVNCGT-0077-JLP174HET9Z000002_orig.graphml

Index: 261, Similarity Score: 1.0000, Filename: MVNCGT-0088-JLP174KCN04000001_orig.graphml
Index: 220, Similarity Score: 0.9960, Filename: MVNCGT-0074-JLP17686DWF000002_orig.graphml

Index: 262, Similarity Score: 1.0000, Filename: MVNCGT-0088-JP1795XKD300AB_orig.graphml
Index: 447, Similarity Score: 0.9953, Filename: MVNCGT-0129-JP178RTR8N00AB_orig.graphml

Index: 263, Similarity Score: 1.0000, Filename: MVNCGT-0089-JLP174KZ86P000002_orig.graphml
Index: 106, Similarity Score: 0.9999, Filename: MVNCGT-0042-JLP17669DHH000002_orig.graphml

Index: 264, Similarity Score: 1.0000, Filename: MVNCGT-0089-JP178PU03200AB_orig.graphml
Index: 307, Similarity Score: 0.9974, Filename: MVNCGT-0103-JP178PUMGM00AB_orig.graphml

Index: 265, Similarity Score: 1.0000, Filename: MVNCGT-0089-JP1795NHZ000AB_orig.graphml
Index: 324, Similarity Score: 0.9895, Filename: MVNCGT-0107-JLP175KH5Y9001001_orig.graphml

Index: 266, Similarity Score: 1.0000, Filename: MVNCGT-0090-JLP174KRZ97000002_orig.graphml
Index: 268, Similarity Score: 0.9870, Filename: MVNCGT-0090-JP17956TH600AB_orig.graphml

Index: 267, Similarity Score: 1.0000, Filename: MVNCGT-0090-JP178PWEMF00AB_orig.graphml
